noticeIdentifier,noticeVersion,organisationName,organisationIdentifier,organisationCity,organisationPostCode,organisationCountrySubdivision,organisationCountryCode,organisationInternetAddress,organisationNaturalPerson,organisationRole,buyerProfileURL,buyerLegalType,buyerContractingEntity,winnerSize,winnerOwnerNationality,winnerListed
1dea86c8-4d21-4e3f-99ef-0c7b9affc2f3,01,Stadt Rheine,055660076076-31001-06,Rheine,48431,DEA37,DEU,,,buyer,,kommun-beh,,,,
1dea86c8-4d21-4e3f-99ef-0c7b9affc2f3,01,Vergabekammer Westfalen bei der Bezirksregierung Münster,05515-03004-07,Münster,48147,DEA33,DEU,https://www.bezreg-muenster.de,,reviewer,,,,,,
1dea86c8-4d21-4e3f-99ef-0c7b9affc2f3,01,Eggers Umwelttechnik GmbH NL Nordwest,HRB 47580 Hamburg,Ibbenbüren,49479,DEA37,DEU,http://www.eggers-gruppe.de,,tenderer,,,,small,DEU,False
6e40078a-968e-4451-a6f9-0066cfea02be,01,Stadt Ichenhausen,5865,Ichenhausen,89335,DE278,DEU,https://www.deutsche-evergabe.de,,buyer,https://www.deutsche-evergabe.de,kommun-beh,,,,
6e40078a-968e-4451-a6f9-0066cfea02be,01,Vergabekammer Südbayern,ace99519-b222-4bd2-9667-69fee93d67cb,München,80534,DE212,DEU,,,reviewer,,,,,,
d0413b88-e4ff-4670-80a4-bd8c90178d61,01,Landkreis Leer,DE117262680,Leer,26789,DE94C,DEU,https://www.landkreis-leer.de/,,buyer,https://www.landkreis-leer.de/Aktuelles/Ausschreibungen/,kommun-beh,,,,
d0413b88-e4ff-4670-80a4-bd8c90178d61,01,Landkreis Leer,DE117262680,Leer,26789,DE94C,DEU,https://www.landkreis-leer.de/,,,,,,,,
d0413b88-e4ff-4670-80a4-bd8c90178d61,01,Vergabekammer Niedersachsen,t:04131153308,Lüneburg,21339,DE935,DEU,,,reviewer,,,,,,
01a09f71-aedb-42a9-a01c-dcf8f6e6d57f,01,Lausitzer und Mitteldeutsche Bergbau-Verwaltungsgesellschaft mbH - Einkauf Kali-Spat-Erz,992-80107-23,Sondershausen,99706,DEG0A,DEU,https://www.lmbv.de,,buyer,https://einkauf.lmbv.de,pub-undert-cga,,,,
01a09f71-aedb-42a9-a01c-dcf8f6e6d57f,01,Vergabekammer des Bundes beim Bundeskartellamt,t:022894990,Bonn,53113,DEA22,DEU,https://www.bundeskartellamt.de,,reviewer,,,,,,
36bd70d5-a3c2-46af-b6ad-fb9365b5cdc0,01,Informationstechnikzentrum Bund (ITZBund),9911820259,Bonn,53175,DEA22,DEU,https://www.itzbund.de,,buyer,,kommun-beh,,,,
36bd70d5-a3c2-46af-b6ad-fb9365b5cdc0,01,Vergabekammer des Bundes,t:022894990,Bonn,53113,DEA22,DEU,http://www.bundeskartellamt.de,,reviewer,,,,,,
fa3b2024-c9bd-45dc-89a1-59df6965bc46,01,Stadt Oldenburg (Oldb),a95478a5-945a-452e-ac31-df7e5e2f06e2,Oldenburg,26122,DE943,DEU,http://www.oldenburg.de,,buyer,https://portal.deutsche-evergabe.de,kommun-beh,,,,
fa3b2024-c9bd-45dc-89a1-59df6965bc46,01,"Niedersächsisches Ministerium für Wirtschaft, Verkehr, Bauen und Digitalisierung",9984df16-e106-40d4-9c44-fc28cab48f71,Hannover,30159,DE929,DEU,,,reviewer,,,,,,
fa3b2024-c9bd-45dc-89a1-59df6965bc46,01,Zentrale Vergabestelle Stadt Oldenburg,cf726ac5-dc7d-43b7-be9d-9f5d213faa62,Oldenburg,26122,DE943,DEU,http://www.oldenburg.de,,,,,,,,
fa3b2024-c9bd-45dc-89a1-59df6965bc46,01,stadtraum GmbH,199eb0c7-0c40-42f6-9a62-58e0ddcc298b,Berlin,10245,DE300,DEU,,,tenderer,,,,small,,False
a1922220-370b-4b20-9468-db1dcc39e4e2,01,Zweckverband Staatliche weiterführende Schulen im Südosten des Landkreises München (Schulzweckverband Südost),unbekannt1,Neubiberg,85579,DE21H,DEU,www.szv-m.de,,buyer,https://plattform.aumass.de/Veroeffentlichung/av286b64-eu,koerp-oer-kommun,,,,
a1922220-370b-4b20-9468-db1dcc39e4e2,01,Hitzler Ingenieure GmbH & Co. KG,unbekannt3,München,80807,DE212,DEU,,,,,,,,,
a1922220-370b-4b20-9468-db1dcc39e4e2,01,Vergabekammer Südbayern bei der Regierung von Oberbayern,0000,München,80538,DE212,DEU,https://www.regierung.oberbayern.bayern.de/,,reviewer,,,,,,
d8a37cbb-1fd9-4cdc-be92-43d9784ee74e,01,Rems-Murr-Kliniken gGmbH,t:071955910,Winnenden,71634,DE116,DEU,,,buyer,,pub-undert-ra,,,,
d8a37cbb-1fd9-4cdc-be92-43d9784ee74e,01,Menold Bezler Rechtsanwälte Steuerberater Wirtschaftsprüfer Partnerschaft mbB,PR 155 (Registergericht Stuttgart),Stuttgart,70191,DE111,DEU,http://www.menoldbezler.de,,serv-prov,,,,,,
d8a37cbb-1fd9-4cdc-be92-43d9784ee74e,01,Vergabekammer Baden-Württemberg beim Regierungspräsidium Karlsruhe,08-A9866-40,Karlsruhe,76131,DE122,DEU,,,reviewer,,,,,,
ddda550b-8e79-492f-8c1c-1f8558261896,01,Landratsamt Ilm-Kreis,0087934254,Arnstadt,99310,DEG0T,DEU,,,buyer,,kommun-beh,,,,
ddda550b-8e79-492f-8c1c-1f8558261896,01,Vergabekammer beim Thüringer Landesverwaltungsamt,(t)0361573321254,Weimar,99423,DEG05,DEU,,,reviewer,,,,,,
ddda550b-8e79-492f-8c1c-1f8558261896,01,Vergabekammer Freistaat Thüringen,(t)0361573321254,Weimar,99423,DEG05,DEU,,,,,,,,,
ddda550b-8e79-492f-8c1c-1f8558261896,01,Vergabekammer Freistaat Thüringen,(t)0361573321254,Weimar,99423,DEG05,DEU,,,mediator,,,,,,
ab1a2196-3b3e-400c-88a6-8b410e918be1,01,Stadt Lüdenscheid,DE125806589,Lüdenscheid,58507,DEA58,DEU,,,buyer,,kommun-beh,,,,
ab1a2196-3b3e-400c-88a6-8b410e918be1,01,Kapellmann und Partner Rechtsanwälte mbB,DE120485916,Düsseldorf,40219,DEA11,DEU,,,serv-prov,,,,,,
ab1a2196-3b3e-400c-88a6-8b410e918be1,01,Vergabekammer Westfalen,490251411-0,Münster,48147,DEA33,DEU,,,reviewer,,,,,,
ab1a2196-3b3e-400c-88a6-8b410e918be1,01,Rudolf Schweiger Abdichtung und Isolierbau GmbH,DE 461 334 545,Gräfelfing,82166,DE21H,DEU,,,tenderer,,,,medium,DEU,False
d9f6395a-527b-49cd-a0ec-bf43a062cdf0,01,Gemeinde Lisberg,0954998970,Lisberg,96170,DE245,DEU,https://www.vg-lisberg.de,,buyer,https://www.vg-lisberg.de,kommun-beh,,,,
d9f6395a-527b-49cd-a0ec-bf43a062cdf0,01,"Regierung von Mittelfranken, Vergabekammer Nordbayern",098153-1277,Ansbach,91511,DE251,DEU,https://www.regierung.mittelfranken.bayern.de,,reviewer,,,,,,
89cb5b35-440d-4641-86a9-c4d96eb3adc6,01,DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH,DE 137181723,Berlin,10117,DE300,DEU,,,buyer,,,,,,
89cb5b35-440d-4641-86a9-c4d96eb3adc6,01,Schüßler-Plan Ingenieurgesellschaft mbH,DE 151555059,Düsseldorf,40237,DEA11,DEU,,,tenderer,,,,,,
89cb5b35-440d-4641-86a9-c4d96eb3adc6,01,Vergabekammer Rheinland,05315-03002-81,Düsseldorf,40474,DEA11,DEU,,,reviewer,,,,,,
9ae1067f-71f7-4ef3-874e-52d6c4dcad8c,01,HIL Heeresinstandsetzungslogistik GmbH,992-80013-14,Bonn,53123,DEA22,DEU,,,buyer,,def-cont,,,,
9ae1067f-71f7-4ef3-874e-52d6c4dcad8c,01,Bundeskartellamt Vergabekammer des Bundes,t:022894990,Bonn,53113,DEA22,DEU,https://www.bundeskartellamt.de/,,reviewer,,,,,,
2a65f837-7dff-4d67-8571-a798cef1350f,01,HIL Heeresinstandsetzungslogistik GmbH,992-80013-14,Bonn,53123,DEA22,DEU,,,buyer,,def-cont,,,,
2a65f837-7dff-4d67-8571-a798cef1350f,01,Bundeskartellamt Vergabekammer des Bundes,t:022894990,Bonn,53113,DEA22,DEU,https://www.bundeskartellamt.de/,,reviewer,,,,,,
41d7ac31-f585-4156-af42-5415f9f2b774,01,Staatliches Bauamt München 2,ID 12096469,München,80539,DE212,DEU,https://www.stbam2.bayern.de/,,buyer,https://vergabe.bayern.de,omu-lbeh,,,,
41d7ac31-f585-4156-af42-5415f9f2b774,01,Staatliches Bauamt München 2 - Vergabestelle,t0896933210,München,80539,DE212,DEU,https://www.stbam2.bayern.de/,,serv-prov,,,,,,
41d7ac31-f585-4156-af42-5415f9f2b774,01,Regierung von Oberbayern - Vergabekammer Südbayern,09-0318006-60,München,80538,DE212,DEU,https://www.regierung.oberbayern.bayern.de/service/nachpruefungsverfahren/index.html,,reviewer,,,,,,
1d7eb9ce-d42c-41f0-a4f3-1cc0c4d87e20,01,"Kreisausschuss des Lahn-Dill-Kreises, 12.4 Zentrale Vergabe- und Submissionsstelle",06532000-KreisausschussLDK-76,Wetzlar,35576,DE722,DEU,https://www.lahn-dill-kreis.de,,buyer,,kommun-beh,,,,
1d7eb9ce-d42c-41f0-a4f3-1cc0c4d87e20,01,Regierungspräsidium Darmstadt,t:06151126603-1,Darmstadt,64283,DE711,DEU,https://www.rp-darmstadt.hessen.de,,reviewer,,,,,,
1d7eb9ce-d42c-41f0-a4f3-1cc0c4d87e20,01,RegierungspräsidiumDarmstadt,t:06151126603-2,Darmstadt,64283,DE711,DEU,https://www.rp-darmstadt.hessen.de,,,,,,,,
1d7eb9ce-d42c-41f0-a4f3-1cc0c4d87e20,01,Rolladen-Sauter GmbH,DE112629608,Lahnau,35633,DE722,DEU,,,tenderer,,,,medium,DEU,False
6b20f242-021d-4a08-8e14-0fc9b29a4e17,01,Samtgemeinde Ostheide,t: 0413780080,21397,Barendorf,DE935,DEU,,,buyer,,kommun-beh,,,,
6b20f242-021d-4a08-8e14-0fc9b29a4e17,01,Drees & Sommer SE,t:04312000279600,Kiel,24118,DEF02,DEU,,,,,,,,,
6b20f242-021d-4a08-8e14-0fc9b29a4e17,01,Drees & Sommer SE,T0431.200027.9614,Kiel,24118,DEF02,DEU,,,,,,,,,
6b20f242-021d-4a08-8e14-0fc9b29a4e17,01,"Vergabekammer Niedersachsen beim Nds. Ministerium für Wirtschaft, Verkehr, Bauen und Digitaliserung",t:04131152943,Lüneburg,21339,DE935,DEU,,,reviewer,,,,,,
6b20f242-021d-4a08-8e14-0fc9b29a4e17,01,Drees & Sommer SE,T0431.200027.9614,Kiel,24118,DE935,DEU,,,,,,,,,
947fc897-edd4-43ea-b443-63e8d47a9149,01,Stadt Bielefeld - Amt für Zentrale Leistungen,05711-31001-60,Bielefeld,33602,DEA41,DEU,https://www.bielefeld.de/,,buyer,https://www.bielefeld.de/bekanntmachungen/ausschreibungen,kommun-beh,,,,
947fc897-edd4-43ea-b443-63e8d47a9149,01,Vergabekammer Westfalen bei der Bezirksregierung Münster,05515-03004-07,Münster,48147,DEA33,DEU,https://www.bezreg-muenster.de/de/wirtschaft_finanzen_kommunalaufsicht/vergabekammer_westfalen/index.html,,reviewer,,,,,,
f25e66fd-bd2e-4aea-b339-b37895bbf089,01,Land Baden-Württemberg vertreten durch das Polizeipräsidium Einsatz,DE114,Göppingen,73037,DE114,DEU,,,buyer,,koerp-oer-land,,,,
f25e66fd-bd2e-4aea-b339-b37895bbf089,01,Logistikzentrum Baden-Württemberg,08-A7874-02,Ditzingen,71254,DE115,DEU,https://www.lzbw.de,,,,,,,,
f25e66fd-bd2e-4aea-b339-b37895bbf089,01,Vergabekammer Baden-Württemberg beim Regierungspräsidium Karlsruhe,08-A9866-40,Karlsruhe,76131,DE122,DEU,https://rp.baden-wuerttemberg.de,,reviewer,,,,,,
f25e66fd-bd2e-4aea-b339-b37895bbf089,01,Logistikzentrum Baden-Württemberg,08A787402,Ditzingen,71254,DE115,DEU,https://www.lzbw.de,,,,,,,,
d44abc03-50f0-4083-aab5-466efac05753,01,"Zweckverband der Paul-Moor-Schule, vertreten durch die Stadt Landau, vertreten durch den Eigenbetrieb Gebäudemanagement Landau (GML)",DE148926516,Landau in der Pfalz,76829,DEB33,DEU,https://www.paulmoor-schule.de,,buyer,,kommun-beh,,,,
d44abc03-50f0-4083-aab5-466efac05753,01,Stadtverwaltung Landau - Zentrale Vergabestelle (die Unterlagen stehen ausschließlich zum Download zur Verfügung),DE__148926516,Landau in der Pfalz,76829,DEB33,DEU,https://www.auftragsboerse.de,,,,,,,,
d44abc03-50f0-4083-aab5-466efac05753,01,Vergabekammer Rheinland-Pfalz,000,Mainz,55116,DEB35,DEU,https://mwvlw.rlp.de,,reviewer,,,,,,
d44abc03-50f0-4083-aab5-466efac05753,01,Stadtverwaltung Landau - Zentrale Vergabestelle,t:06341133023,Landau in der Pfalz,76829,DEB33,DEU,https://www.landau.de,,,,,,,,
d44abc03-50f0-4083-aab5-466efac05753,01,Müller + Klein Ingenieurbüro für Bauwesen GmbH,DE142110720,Freiburg,79117,DE131,DEU,,,tenderer,,,,small,,False
ed4e3ad6-5358-410f-8b45-9cbba1f7afef,01,Rettungsdienst des Landkreises Elbe-Elster,12-12992262153879-70,Herzberg/Elster,04916,DE407,DEU,,,buyer,,kommun-beh,,,,
ed4e3ad6-5358-410f-8b45-9cbba1f7afef,01,Vergabekammer des Landes Brandenburg beim Ministerium für Wirtschaft und Europaangelegenheiten (MWE),12-12992262153879-70,Potsdam,14473,DE404,DEU,,,reviewer,,,,,,
40c92953-19e6-4dd6-beac-39c302fd25cc,01,Medizinische Hochschule Hannover,03-0141700000-23,Hannover,30625,DE929,DEU,http://www.mh-hannover.de,,buyer,,,,,,
40c92953-19e6-4dd6-beac-39c302fd25cc,01,"Vergabekammer Niedersachsen beim Nds. Ministerium für Wirtschaft, Verkehr, Bauen und Digitalisierung",t:04131153308,Lüneburg,21339,DE935,DEU,https://www.mw.niedersachsen.de/startseite/themen/aufsicht_und_recht/vergabekammer_rechtslage_ab_18_04_2016/vergabekammer-niedersachsen-144803.html,,reviewer,,,,,,
40c92953-19e6-4dd6-beac-39c302fd25cc,01,Atos Secure Digital GmbH (ehemals Eviden Germany GmbH),DE359068690,Berlin,12489,DE300,DEU,,,tenderer,,,,,,
40c92953-19e6-4dd6-beac-39c302fd25cc,01,Adesso Orange GmbH,DE305482608,Hameln,31789,DE923,DEU,,,subcont,,,,,,
49d4a12a-7b77-437a-a031-1d1260b427a4,01,"Gemeinde Kürten, vertreten durch die KUBUS Kommunalberatung und Service GmbH",822757be-c66b-4ac1-8a95-174395a2b824,Kürten,51515,DEA2B,DEU,https://www.kubus-mv.de,,buyer,,koerp-oer-kommun,,,,
49d4a12a-7b77-437a-a031-1d1260b427a4,01,Vergabekammer Westfalen,7017d3be-bb50-4d9f-b0c6-97c8a0529a35,Münster,48147,DEA33,DEU,,,reviewer,,,,,,
49d4a12a-7b77-437a-a031-1d1260b427a4,01,KUBUS Kommunalberatung und Service GmbH,27a676a5-7d10-4084-af42-3eacd9bbacf1,Schwerin,19061,DE804,DEU,https://www.kubus-kommunalberatung.de/startseite/,,,,,,,,
49d4a12a-7b77-437a-a031-1d1260b427a4,01,Stadtwerke Solingen GmbH,e2acf9bb-f5e1-4c4c-830c-9ea7d75882e9,Solingen,42655,DEA19,DEU,,,tenderer,,,,medium,,
afeff892-c330-4fb8-973c-6b65d1d3c1c1,01,Valletta GmbH,HRB 73257,Köln,51103,DEA23,DEU,https://www.malteser.de/,,buyer,,org-sub,,,,
afeff892-c330-4fb8-973c-6b65d1d3c1c1,01,Valletta GmbH,HRB 73257,Köln,51103,DEA23,DEU,https://www.malteser.de/,,reviewer,,,,,,
49272a08-0469-437d-bf1f-ba641417f443,01,"Stadt Frankfurt am Main, Stadtkämmerei Ausschreibungsservice",DE 114 110 388,Frankfurt am Main,60311,DE712,DEU,https://www.vergabe.stadt-frankfurt.de,,buyer,https://www.vergabe.stadt-frankfurt.de,kommun-beh,,,,
49272a08-0469-437d-bf1f-ba641417f443,01,Vergabekammern des Landes Hessen bei dem Regierungspräsidium Darmstadt,t:06151126603,Darmstadt,64283,DE711,DEU,,,reviewer,,,,,,
49272a08-0469-437d-bf1f-ba641417f443,01,"Stadt Frankfurt am Main, Stadtkämmerei Ausschreibungsservice",DE 114 110388,Frankfurt am Main,60311,DE712,DEU,https://www.vergabe.stadt-frankfurt.de,,,,,,,,
49272a08-0469-437d-bf1f-ba641417f443,01,eneotech Umwelt GmbH,DE275171134,Ludwigshafen,67061,DEB34,DEU,,,tenderer,,,,large,,False
01a0a3e8-422f-4756-96c5-d2a2a05e53bf,01,Große Kreisstadt Annaberg-Buchholz (Auftraggeber),14521020-SV01-10,Annaberg-Buchholz,09456,DED42,DEU,www.annaberg-buchholz.de,,buyer,https://www.annaberg-buchholz.de/rathaus/ausschreibungen/ausschreibungen_voba_vola_vgv.php,kommun-beh,,,,
01a0a3e8-422f-4756-96c5-d2a2a05e53bf,01,1. Vergabekammer des Freistaates Sachsen bei der Landesdirektion Sachsen,0,Leipzig,04013,DED42,DEU,,,reviewer,,,,,,
76042013-ac39-4932-9f1a-4656a0011b6b,01,DB InfraGO AG – Geschäftsbereich Fahrweg (Bukr 16),fb197f94-7578-4673-8a57-4642ae120532,Frankfurt Main,60327,DE712,DEU,http://www.deutschebahn.com/bieterportal/,,buyer,,,,,,
76042013-ac39-4932-9f1a-4656a0011b6b,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
a9f62a24-31b1-425a-b9aa-ca085ced8bf4,01,"Bundesagentur für Arbeit, Regionales Einkaufszentrum NRW",DE811458858,Düsseldorf,40474,DEA11,DEU,http://www.arbeitsagentur.de,,buyer,,koerp-oer-bund,,,,
a9f62a24-31b1-425a-b9aa-ca085ced8bf4,01,"Bundeskartellamt, Vergabekammern des Bundes",'---,Bonn,53113,DEA22,DEU,http://www.bundeskartellamt.de,,reviewer,,,,,,
20176d84-f18c-4068-b17c-d013cf0cfe0f,01,"Fraunhofer-Gesellschaft zur Förderung
der angewandten Forschung e.V. | IMWS
vertreten durch: Fraunhofer-Institut für Mikrostruktur von Werkstoffen und Systemen
IMWS",993-03005FHG-85,Halle (Saale),06120,DEE02,DEU,,,buyer,,pub-undert,,,,
20176d84-f18c-4068-b17c-d013cf0cfe0f,01,Vergabekammern des Bundes,t:022894990,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
20176d84-f18c-4068-b17c-d013cf0cfe0f,01,PMH GmbH,DE123114472,Königswinter,53639,DEA2C,DEU,,,tenderer,,,,micro,,
eeb9ef5a-0b01-43d5-8496-53b81772b15d,01,Landratsamt Ansbach - Zentrale Vergabestelle,09-5015710-45,Ansbach,91522,DE256,DEU,https://www.landratsamt-ansbach.de,,buyer,,kommun-beh,,,,
eeb9ef5a-0b01-43d5-8496-53b81772b15d,01,"Regierung von Mittelfranken, Vergabekammer Nordbayern",09-0358002-61,Ansbach,91522,DE251,DEU,http://www.regierung.mittelfranken.bayern.de/,,reviewer,,,,,,
eeb9ef5a-0b01-43d5-8496-53b81772b15d,01,Reinigung YELL e. K.,DE340061963,Ansbach,91522,DE251,DEU,,,tenderer,,,,medium,,False
eeb9ef5a-0b01-43d5-8496-53b81772b15d,01,Götz-Gebäudemanagement Franken GmbH,DE325802301,Regensburg,93057,DE232,DEU,,,tenderer,,,,medium,,False
e4f3839a-4932-42c0-9b85-f1745d43c9c6,01,"Bundesrepublik Deutschland, vertreten durch das Bundesministerium des Innern, vertreten durch das Beschaffungsamt des BMI",t:0049228996100,Bonn,53119,DEA22,DEU,http://www.bescha.bund.de,,buyer,,omu-bbeh-niedrig,,,,
e4f3839a-4932-42c0-9b85-f1745d43c9c6,01,Vergabekammer des Bundes,t:022894990,Bonn,53113,DEA22,DEU,http://www.bundeskartellamt.de,,reviewer,,,,,,
a040d776-b7d8-40d6-81c9-b50e1aa6daeb,01,Amt Oeversee,010595940-000-63,Tarp,24963,DEF0C,DEU,https://www.amtoeversee.de,,buyer,,koerp-oer-kommun,,,,
a040d776-b7d8-40d6-81c9-b50e1aa6daeb,01,"Vergabekammer des Landes Schleswig-Holstein bei dem Ministerium für Wissenschaft, Wirtschaft und Verkehr",nicht bekannt,Kiel,24105,DEF02,DEU,,,reviewer,,,,,,
9ad7cb70-56ac-4e93-ad85-e249a639d263,01,Land Berlin vertr. durch BA Mitte v. Berlin,11-1310000V00-25,Berlin,10559,DE300,DEU,,,serv-prov,,kommun-beh,,,,
9ad7cb70-56ac-4e93-ad85-e249a639d263,01,Vergabekammer des Landes Berlin,11-1300000V00-74,Berlin,10825,DE300,DEU,,,reviewer,,,,,,
9ad7cb70-56ac-4e93-ad85-e249a639d263,01,Kieback & Peter GmbH & Co. KG,DE136651427,Berlin,12347,DE300,DEU,,,winner,,,,medium,DEU,
f1c9a3f9-c8d4-42b4-9e98-1838d72567e0,01,Landkreis Gießen - Der Kreisausschuss -,'+49 6419390,Gießen,35394,DE721,DEU,http://www.lkgi.de,,buyer,,kommun-beh,,,,
f1c9a3f9-c8d4-42b4-9e98-1838d72567e0,01,Vergabekammer des Landes Hessen bei dem Regierungspräsidium Darmstadt,'+49 6151 126603,Darmstadt,64278,DE721,DEU,https://rp-darmstadt.hessen.de/,,reviewer,,,,,,
2a892d69-436e-4ab9-b235-22191b2a0817,01,Land Rheinland-Pfalz  vertreten durch das Ministerium der Finanzen  vertreten durch den Landesbetrieb Liegenschafts- und Baubetreuung  Niederlassung Mainz,07-LBLBBZentr000-89,Mainz,55122,DEB35,DEU,,,buyer,,oberst-lbeh,,,,
2a892d69-436e-4ab9-b235-22191b2a0817,01,LBB Regionale Vergabestelle Diez,07-LBLBBDiez0004-24,Diez,65582,DEB1A,DEU,,,,,,,,,
2a892d69-436e-4ab9-b235-22191b2a0817,01,"Vergabekammer Rheinland-Pfalz beim Ministerium für Wirtschaft, Verkehr, Landwirtschaft und Weinbau",DE355604198,Mainz,55116,DEB35,DEU,http://www.mwvlw.rlp.de,,reviewer,,,,,,
2a892d69-436e-4ab9-b235-22191b2a0817,01,Bast GmbH & Co.KG,DE239937972,Reckershausen,55481,DEB1D,DEU,,,tenderer,,,,small,DEU,False
0a1d2ce8-8ee7-4d56-a411-9ddfdfcad7f9,01,Kreisausschuss des Lahn-Dill-Kreises 12.4 Zentrale Vergabe- und Submissionsstelle,06532000-KreisausschussLDK-76,Wetzlar,35576,DE722,DEU,https://www.lahn-dill-kreis.de,,buyer,,kommun-beh,,,,
0a1d2ce8-8ee7-4d56-a411-9ddfdfcad7f9,01,Regierungspräsidium Darmstadt,t:06151126603-1,Darmstadt,64283,DE711,DEU,https://www.rp-darmstadt.hessen.de,,reviewer,,,,,,
0a1d2ce8-8ee7-4d56-a411-9ddfdfcad7f9,01,RegierungspräsidiumDarmstadt,t:06151126603-2,Darmstadt,64283,DE722,DEU,https://www.rp-darmstadt.hessen.de,,,,,,,,
0a1d2ce8-8ee7-4d56-a411-9ddfdfcad7f9,01,Elektro Flach GmbH,2023221515,Limburg,65549,DE723,DEU,,,tenderer,,,,micro,DEU,False
a98df0ee-02df-4926-a699-f0264bc70ae4,01,Immobilien Bremen - Eigenbetrieb der Stadtgemeinde Bremen,entfällt,Bremen,28215,DE501,DEU,https://vergabe.bremen.de,,buyer,https://vergabe.bremen.de,pub-undert,,,,
a98df0ee-02df-4926-a699-f0264bc70ae4,01,"Vergabekammer der Freien Hansestadt Bremen bei der Senatorin für Bau, Mobilität und Stadtentwicklung",keine Angabe,Bremen,28195,DE501,DEU,https://bau.bremen.de/ressort/vergabekammer-3529,,reviewer,,,,,,
a98df0ee-02df-4926-a699-f0264bc70ae4,01,"Vergabekammer der Freien Hansestadt Bremen bei der Senatorin für Bau, Mobilität und Stadtentwicklung",nicht bekannt,Bremen,28195,DE501,DEU,https://bau.bremen.de/ressort/vergabekammer-3529,,,,,,,,
2c665769-7e2e-4628-991e-28dcf9c3821a,01,Regierung von Oberbayern Vergabekammer Südbayern,09-0318006-60,München,80534,DE212,DEU,https://www.regierung.oberbayern.bayern.de/ueber_uns/zentralezustaendigkeiten/vergabekammer-suedbayern/index.html,,reviewer,,,,,,
2c665769-7e2e-4628-991e-28dcf9c3821a,01,ZV KD Oberland Zentrale Beschaffungsstelle,t:080414417700,Bad Tölz,83646,DE216,DEU,https://www.zv-oberland.de/,,serv-prov,,,,,,
2c665769-7e2e-4628-991e-28dcf9c3821a,01,Gemeinde Icking,t:08178920015,Icking,82057,DE216,DEU,,,buyer,https://zv-oberland.de,anst-oer-kommun,,,,
1ccd2bd7-0f11-41f1-899f-4de6866a4092,01,Stadtverwaltung Jena,16053000-0024-43,Jena,07743,DEG03,DEU,,,buyer,,kommun-beh,,,,
1ccd2bd7-0f11-41f1-899f-4de6866a4092,01,Vergabekammer Thüringen,16900334-0001-29,Weimar,99423,DEG05,DEU,,,reviewer,,,,,,
a9485f5f-9d7f-4d89-b14e-948fc88864b9,01,DB Netz AG (Bukr 16),f45ee0d3-f9b6-44f0-846d-0c10b6f61a37,Frankfurt Main,60327,DE712,DEU,https://www.deutschebahn.com/bieterportal,,buyer,,,,,,
a9485f5f-9d7f-4d89-b14e-948fc88864b9,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
a9485f5f-9d7f-4d89-b14e-948fc88864b9,01,BUG Verkehrsbau SE,c8042cd4-a986-4f49-8ed4-22a76af772a0,Berlin,12623,DE300,DEU,,,tenderer,,,,,,
38cb1b71-db55-447b-9dcf-7928fa9b9652,01,DB InfraGO AG – Geschäftsbereich Fahrweg (Bukr 16),fb197f94-7578-4673-8a57-4642ae120532,Frankfurt Main,60327,DE712,DEU,http://www.deutschebahn.com/bieterportal/,,buyer,,,,,,
38cb1b71-db55-447b-9dcf-7928fa9b9652,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
38cb1b71-db55-447b-9dcf-7928fa9b9652,01,Neuero Railtec GmbH,b78267e9-613e-4a40-8b97-6c339ef220d7,Emlichheim,49824,DE94B,DEU,,,tenderer,,,,medium,,
4c995852-f3a4-4bec-b31c-16ee0f73a0e2,01,"Kreis Recklinghausen, Der Landrat",055620032032-31001-92,Recklinghausen,45657,DEA36,DEU,https://www.kreis-re.de,,buyer,,kommun-beh,,,,
4c995852-f3a4-4bec-b31c-16ee0f73a0e2,01,Vergabekammer Westfalen,05515-03004-07,Münster,48147,DEA33,DEU,https://www.bezreg-muenster.nrw.de,,reviewer,,,,,,
68ed286a-7dcd-4fa8-8fe1-cef357b78bb9,01,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,993-80072-52,Eschborn,65760,DE71A,DEU,https://www.giz.de,,buyer,,pub-undert-cga,,,,
68ed286a-7dcd-4fa8-8fe1-cef357b78bb9,01,Vergabekammern des Bundes,022894990,Bonn,53113,DEA22,DEU,https://www.bundeskartellamt.de,,reviewer,,,,,,
d67d21b0-4b54-4ba6-96e2-3b6b23819299,01,Stadt Gronau (Westf.),05554002002-31001-75,Gronau,48599,DEA34,DEU,http://www.gronau.de,,buyer,,kommun-beh,,,,
d67d21b0-4b54-4ba6-96e2-3b6b23819299,01,Vergabekammer Westfalen,05515-03004-07,Münster,48147,DEA33,DEU,http://www.bezreg-muenster.nrw.de/de/wirtschaft_finanzen_kommunalaufsicht/vergabekammer_westfalen/index.html,,reviewer,,,,,,
